        0.00483777        0.03506868
        0.00967554        0.06611281
        0.01451331        0.07320726
        0.01935107        0.10803354
        0.02418884        0.12660267
        0.02902661        0.14708783
        0.03386438        0.11150509
        0.03870215        0.12172635
        0.04353992        0.09892025
        0.04837769        0.11400723
        0.05321546        0.09888742
        0.05805322        0.14830863
        0.06289099        0.17757022
        0.06772876        0.14978210
        0.07256653        0.16164065
        0.07740430        0.22597740
        0.08224207        0.21902710
        0.08707984        0.22618961
        0.09191760        0.18358278
        0.09675537        0.15712891
        0.10159314        0.17598878
        0.10643091        0.19547443
        0.11126868        0.19580395
        0.11610645        0.18231204
        0.12094422        0.19153143
        0.12578198        0.22053508
        0.13061975        0.21960153
        0.13545752        0.23571406
        0.14029529        0.20106471
        0.14513306        0.18268856
        0.14997083        0.17229031
        0.15480860        0.24932724
        0.15964637        0.26976503
        0.16448413        0.16926128
        0.16932190        0.17031869
        0.17415967        0.19799163
        0.17899744        0.19330626
        0.18383521        0.16837318
        0.18867298        0.23164608
        0.19351075        0.23446219
        0.19834851        0.20602689
        0.20318628        0.17223062
        0.20802405        0.15264370
        0.21286182        0.17241207
        0.21769959        0.16895681
        0.22253736        0.15657523
        0.22737513        0.27932241
        0.23221290        0.27585191
        0.23705066        0.24589631
        0.24188843        0.29321327
        0.24672620        0.28091113
        0.25156397        0.28885931
        0.25640174        0.29955451
        0.26123951        0.26201500
        0.26607728        0.31147197
        0.27091504        0.27890067
        0.27575281        0.30121162
        0.28059058        0.33221705
        0.28542835        0.31797549
        0.29026612        0.29563725
        0.29510389        0.25541084
        0.29994166        0.22971669
        0.30477943        0.30560184
        0.30961719        0.23275871
        0.31445496        0.26479396
        0.31929273        0.26708332
        0.32413050        0.33298926
        0.32896827        0.35063827
        0.33380604        0.40251366
        0.33864381        0.37118507
        0.34348157        0.38763358
        0.34831934        0.34741625
        0.35315711        0.44945198
        0.35799488        0.43019663
        0.36283265        0.36655302
        0.36767042        0.33819433
        0.37250819        0.39630095
        0.37734595        0.34615087
        0.38218372        0.30431209
        0.38702149        0.29921791
        0.39185926        0.19167945
        0.39669703        0.30479615
        0.40153480        0.34527441
        0.40637257        0.30022242
        0.41121034        0.26527048
        0.41604810        0.35073082
        0.42088587        0.38973885
        0.42572364        0.40334475
        0.43056141        0.48015728
        0.43539918        0.47039938
        0.44023695        0.49749281
        0.44507472        0.45315888
        0.44991248        0.37157295
        0.45475025        0.38179551
        0.45958802        0.30619135
        0.46442579        0.29322437
        0.46926356        0.22915446
        0.47410133        0.21780074
        0.47893910        0.23337933
        0.48377687        0.20839029
