        0.00048378        3.52069428
        0.00096755        3.59222922
        0.00145133        3.61852521
        0.00193511        3.72114833
        0.00241888        3.78006144
        0.00290266        3.80320023
        0.00338644        3.81804535
        0.00387021        3.83087611
        0.00435399        3.84851717
        0.00483777        3.85331017
        0.00532155        3.86065816
        0.00580532        3.88323661
        0.00628910        3.91480085
        0.00677288        3.92799575
        0.00725665        3.92839338
        0.00774043        3.94415916
        0.00822421        3.94298230
        0.00870798        3.95687680
        0.00919176        3.96021748
        0.00967554        3.98641066
        0.01015931        4.01872016
        0.01064309        4.00555427
        0.01112687        4.01642767
        0.01161064        4.02165473
        0.01209442        4.04090080
        0.01257820        4.07905293
        0.01306198        4.08382826
        0.01354575        4.03442906
        0.01402953        4.02260491
        0.01451331        3.99999036
        0.01499708        4.01323479
        0.01548086        4.00024482
        0.01596464        3.95497005
        0.01644841        3.95853809
        0.01693219        4.00193327
        0.01741597        4.00035041
        0.01789974        4.06282324
        0.01838352        4.11824256
        0.01886730        4.08623484
        0.01935107        4.05531379
        0.01983485        4.08066788
        0.02031863        4.08709036
        0.02080241        4.10179589
        0.02128618        4.11081519
        0.02176996        4.15118509
        0.02225374        4.13245145
        0.02273751        4.14204462
        0.02322129        4.19310011
        0.02370507        4.21838661
        0.02418884        4.23792464
        0.02467262        4.26887723
        0.02515640        4.27268429
        0.02564017        4.29057681
        0.02612395        4.33926780
        0.02660773        4.36561673
        0.02709150        4.35041149
        0.02757528        4.36650631
        0.02805906        4.43447951
        0.02854284        4.44911318
        0.02902661        4.45852889
        0.02951039        4.45881440
        0.02999417        4.42081231
        0.03047794        4.44481711
        0.03096172        4.44821714
        0.03144550        4.48210363
        0.03192927        4.47405849
        0.03241305        4.46128979
        0.03289683        4.44738633
        0.03338060        4.45261927
        0.03386438        4.45745221
        0.03434816        4.44305565
        0.03483193        4.45757632
        0.03531571        4.47452029
        0.03579949        4.48045618
        0.03628326        4.53467490
        0.03676704        4.57044567
        0.03725082        4.57893536
        0.03773460        4.54111094
        0.03821837        4.53511248
        0.03870215        4.50570480
        0.03918593        4.51700378
        0.03966970        4.54951011
        0.04015348        4.57859453
        0.04063726        4.57159983
        0.04112103        4.56036043
        0.04160481        4.59289082
        0.04208859        4.59110135
        0.04257236        4.60323470
        0.04305614        4.60379591
        0.04353992        4.56820643
        0.04402369        4.54796527
        0.04450747        4.54522321
        0.04499125        4.52331520
        0.04547503        4.48079090
        0.04595880        4.50036988
        0.04644258        4.50009996
        0.04692636        4.50814662
        0.04741013        4.49095102
        0.04789391        4.43796478
        0.04837769        4.42665316
        0.04886146        4.42997584
        0.04934524        4.44419890
        0.04982902        4.41325026
        0.05031279        4.44198178
        0.05079657        4.47354239
        0.05128035        4.47531498
        0.05176412        4.47127615
        0.05224790        4.46433156
        0.05273168        4.43930755
        0.05321546        4.39570994
        0.05369923        4.42383047
        0.05418301        4.47087101
        0.05466679        4.46734048
